0,0,0,0,0,0,0.232945,0,0,0,0,0,0,0.20029,0,0,0,0,0,0,0,0,0.431415,0,0,0,0,0,0.251385,0.3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.45711,0,0,0,0,0,0,0.39948,0,0,0,0,0,0.293735,0,0.450185,0.26934,0,0.26084,0,0,0,0,0,0,0,0.187325,0,0,0,0,0,0,0.30546,0,0,0,0,0,0,0,0,0,0,0,0,0.249165,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309445,0,0,0,0.364935,0,0.3374,0,0,0.30008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.224395,0,0,0,0,0,0,0,0.167515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486405,0,0,0,0,0,0,0,0.332745,0,0,0,0,0,0,0,0.328815,0,0,0,0.48058,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.156285,0,0.11234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.156285,0,0.31348,0.218395,0,0.23883,0.405135,0,0,0.301275,0,0,0,0,0.40004,0,0,0,0,0,0,0,0,0,0.369675,0,0,0.20596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232945,0,0,0,0,0.31348,0,0.345735,0,0.248145,0,0,0,0.307505,0,0,0.34116,0,0,0,0.37183,0,0.41066,0,0,0,0,0.320095,0.35927,0.23509,0,0,0.339555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.11234,0.218395,0.345735,0,0,0.251835,0,0,0,0.22449,0,0,0,0,0,0,0,0,0.43289,0,0,0,0,0,0.332015,0.30207,0,0.19757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.45711,0,0,0,0,0,0,0,0,0,0,0,0,0.177305,0,0,0,0,0,0,0.25731,0,0.242175,0,0,0.480665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26292,0,0,0,0,0,0,0,0,0,0,0,0,0.29234,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.23883,0.248145,0.251835,0,0,0.413895,0,0,0.287525,0,0,0,0,0.411755,0,0,0,0,0,0,0,0,0.270835,0.41817,0,0,0,0.354695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.405135,0,0,0,0.413895,0,0,0,0,0,0,0,0.26843,0.23217,0,0,0,0,0,0,0.260225,0,0,0.29721,0,0,0.233445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.224395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46157,0,0,0,0,0,0,0,0.327775,0,0,0,0,0,0,0,0.435135,0,0,0,0.44539,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367865,0,0,0,0,0,0,0,0,0,0,0,0.193435,0,0,0,0,0,0,0,0
0.20029,0,0,0,0,0.301275,0.307505,0.22449,0,0.287525,0,0,0,0,0,0,0.3954,0,0,0,0.36701,0,0.44882,0,0,0,0,0.34033,0.25346,0.350985,0,0.2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.177305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.39948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242685,0,0.234565,0,0,0.299875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494665,0,0,0,0,0,0.05843,0,0,0,0,0,0,0,0,0,0,0
0,0,0.309445,0,0,0,0.34116,0,0,0,0,0,0,0.3954,0,0,0,0,0.26239,0,0.34814,0,0.290715,0,0,0.2781,0,0,0.396975,0.332025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.26843,0,0,0,0,0,0,0,0.18467,0,0,0,0,0,0,0.230775,0,0,0.20163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.40004,0,0,0,0.411755,0.23217,0,0,0,0,0,0.26239,0.18467,0,0,0,0,0,0,0,0.25306,0,0,0.31196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.167515,0,0,0,0,0,0,0,0.16198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49965,0,0,0,0,0,0,0,0.31224,0,0,0,0,0,0,0,0.4963,0,0,0,0.461425,0,0,0,0,0,0,0,0,0
0,0,0.364935,0,0,0,0.37183,0,0,0,0,0,0,0.36701,0,0,0.34814,0,0,0,0,0,0.300155,0,0,0,0,0.281305,0.30537,0.282605,0,0,0.1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.293735,0,0,0,0,0,0,0.25731,0,0,0,0,0,0,0.242685,0,0,0,0,0,0,0,0.304405,0.35104,0,0.27013,0,0,0,0,0,0,0,0.231635,0,0,0,0,0,0,0.313815,0,0,0,0,0,0,0.4172,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0
0.431415,0,0.3374,0,0,0,0.41066,0.43289,0,0,0,0,0,0.44882,0,0,0.290715,0,0,0,0.300155,0,0,0,0,0.31167,0,0.376425,0.408965,0.388435,0,0,0.274045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.450185,0,0,0,0,0,0,0.242175,0,0,0,0,0,0.273125,0.234565,0,0,0,0,0,0.304405,0,0,0.419975,0,0.42103,0,0,0,0,0,0,0,0.326285,0,0,0,0,0,0,0.385665,0,0,0,0,0,0,0.462085,0,0,0,0,0,0.3869,0,0,0,0,0,0,0,0,0,0,0
0,0.26934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35104,0,0.419975,0,0,0.227985,0,0,0,0,0,0,0,0.23296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.30008,0,0,0,0,0,0,0,0.260225,0,0,0,0,0,0.2781,0.230775,0.25306,0,0,0,0.31167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.26084,0,0,0,0,0,0,0.480665,0,0,0,0,0,0,0.299875,0,0,0,0,0,0.27013,0,0.42103,0.227985,0,0,0,0,0,0,0,0,0,0.364085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52347,0,0,0,0,0,0.36863,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.320095,0,0,0.270835,0,0,0,0.34033,0,0,0,0,0,0,0.281305,0,0.376425,0,0,0,0,0,0.394675,0.26114,0,0,0.365865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.251385,0,0,0,0,0.369675,0.35927,0.332015,0,0.41817,0.29721,0,0,0.25346,0,0,0.396975,0.20163,0.31196,0,0.30537,0,0.408965,0,0,0,0,0.394675,0,0.257095,0,0.259365,0.196175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3056,0,0,0,0,0,0.23509,0.30207,0,0,0,0,0,0.350985,0,0,0.332025,0,0,0,0.282605,0,0.388435,0,0,0,0,0.26114,0.257095,0,0,0,0.20283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.132895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.16145,0.20596,0,0.19757,0,0,0.233445,0,0,0.2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.339555,0,0,0.354695,0,0,0,0,0,0,0,0,0,0,0.1776,0,0.274045,0,0,0,0,0.365865,0.196175,0.20283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25504,0,0,0,0,0,0,0.183805,0,0,0,0,0,0,0,0,0.425125,0,0,0,0,0.36866,0.22992,0.305945,0,0,0
0,0.187325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231635,0,0.326285,0.23296,0,0.364085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44158,0,0,0,0,0,0,0.257705,0,0,0,0,0,0.286705,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31731,0,0,0,0.354935,0,0.33716,0,0,0.283425,0.30768,0,0,0,0,0,0
0,0,0,0.486405,0,0,0,0,0,0,0,0.46157,0,0,0,0,0,0,0,0.49965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22449,0,0,0.22351,0,0,0,0,0.1716,0,0,0,0.18486,0,0,0,0,0,0,0,0,0
